Identificador;Item;Fecha;Estado;NCM-SIM;Exportador;Localidad;Tipo de Dato;Fecha Cumplido;Fecha Cargado;Destinación;Aduana;Via Transporte;País de Destino;Aduana de Destino;U$S Unitario;U$S FOB;Flete U$S;Seguro;Cantidad;Unidad;Kgs. Netos;Item;Marca - Sufijos;Cantidad;Unitario Divisa;FOB Divisa;Moneda Divisa;Condición de Venta;Marca o Descripcion;Descripcion Arancelaria
22001EC01033551B;1;44690;OFIC;0713.20.90.913X;ELEMENTA FOODS ARGENTINA;CIUDAD AUTONOMA;DEFINITIVO;09/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Alemania;BS.AS. (CAPITAL);736;35328;0;0;48;TONELADA;48000;0;MARCA: SIN MARCA;48;736;35328;DOLAR USA;FOB;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005452H;1;44690;OFIC;0713.20.90.911T;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;09/05/2022;No disponible;CONSUMO;CAMPANA;ACUATICA;Emiratos Árabes Unidos;CAMPANA;944.7;108640;17860;0;115;TONELADA;115000;0;MARCA: S/M;115;944.7;108640;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22017EC01002418G;1;44690;OFIC;0713.20.90.912V;CAYFE EXPORT S.A.;CORDOBA;DEFINITIVO;09/05/2022;No disponible;CONSUMO;CORDOBA;CAMION;Israel;CORDOBA;665;47780.25;0;0;71.85;TONELADA;71850;0;MARCA: S/M;71.85;665;47780.25;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22017EC01002428H;1;44690;AUTO;0713.20.90.913X;CONO TRADING S.A.S.;CORDOBA;DEFINITIVO;09/05/2022;No disponible;CONSUMO;CORDOBA;CAMION;Reino Unido;CORDOBA;740;74000;0;0;100;TONELADA;100000;0;MARCA: S/M;100;740;74000;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22052EC01004060A;1;44690;OFIC;0713.20.90.920U;AGROFIN S.A.;CHARATA;DEFINITIVO;09/05/2022;No disponible;CONSUMO;ROSARIO;CAMION;Austria;ROSARIO;500;12000;0;0;24;TONELADA;24000;0;MARCA: S/M;24;500;12000;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22082EC01001150A;1;44690;OFIC;0713.20.90.912V;EDCO GRAINS S.A;BUENOS AIRES;DEFINITIVO;09/05/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;1700;47600;0;0;28;TONELADA;28000;0;MARCA: SIN MARCA;28;1700;47600;DOLAR USA;FCA;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01033841D;1;44691;OFIC;0713.20.90.912V;INMIXION S.A.S.;TUCUMAN;DEFINITIVO;10/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Pakistán;BS.AS. (CAPITAL);750;72000;14400;0;96;TONELADA;96000;0;MARCA: SIN MARCA;96;750;72000;DOLAR USA;CFR;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01034071W;1;44691;OFIC;0713.20.90.912V;ORO VERDE S A;TUCUMAN;DEFINITIVO;10/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);555;53280;0;0;96;TONELADA;96000;0;MARCA: ORO VERDE;96;555;53280;DOLAR USA;FOB;AA(ORO VERDE)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01034223V;1;44691;OFIC;0713.20.90.911T;CUERVO FERNANDO VICTOR;RIO CEBALLOS;DEFINITIVO;10/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Pakistán;BS.AS. (CAPITAL);672.67;64576;8000;0;96;TONELADA;96000;0;MARCA: SM;96;672.67;64576;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22017EC01002451D;1;44691;AUTO;0713.20.90.920U;BARBALE AGROPECUARIA S.R.L;CORDOBA;DEFINITIVO;10/05/2022;No disponible;CONSUMO;CORDOBA;CAMION;Chile;CORDOBA;420;11760;0;0;28;TONELADA;28000;0;MARCA: S/M;28;420;11760;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22017EC01002453F;1;44691;AUTO;0713.20.90.913X;BARBALE AGROPECUARIA S.R.L;CORDOBA;DEFINITIVO;10/05/2022;No disponible;CONSUMO;CORDOBA;CAMION;Chile;CORDOBA;730;60444;0;0;82.8;TONELADA;82800;0;MARCA: S/M;82.8;730;60444;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22017EC01002460D;1;44691;OFIC;0713.20.90.920U;CAYFE EXPORT S.A.;CORDOBA;DEFINITIVO;10/05/2022;No disponible;CONSUMO;CORDOBA;CAMION;Argelia;CORDOBA;297.7;28520;9800;0;95.8;TONELADA;95800;0;MARCA: S/M;95.8;297.7;28520;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22017EC01002461E;1;44691;OFIC;0713.20.90.912V;AGRONEGOCIOS JEWELL S.R.L.;CORDOBA;DEFINITIVO;10/05/2022;No disponible;CONSUMO;CORDOBA;CAMION;Israel;CORDOBA;800;140000;0;0;175;TONELADA;175000;0;MARCA: AGRONEGOCIOS JEWELL;175;800;140000;DOLAR USA;FOB;AA(AGRONEGOCIOS JEWELL)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22029EC01003366M;1;44691;OFIC;0713.20.90.911T;AGRIBRAR SA;CIUDAD AUTONOMA;DEFINITIVO;10/05/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;675;18900;0;0;28;TONELADA;28000;0;MARCA: SIN MARCA;28;675;18900;DOLAR USA;FCA;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22029EC01003367N;1;44691;OFIC;0713.20.90.911T;AGRIBRAR SA;CIUDAD AUTONOMA;DEFINITIVO;10/05/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;675;18900;0;0;28;TONELADA;28000;0;MARCA: SIN MARCA;28;675;18900;DOLAR USA;FCA;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22082EC01001162D;1;44691;OFIC;0713.20.90.912V;DORMAN S.A.S.;SALTA;DEFINITIVO;10/05/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;400;11180;0;0;27.95;TONELADA;27950;0;MARCA: SIN MARCAS;27.95;400;11180;DOLAR USA;FCA;AA(SIN MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22082EC01001175H;1;44691;OFIC;0713.20.90.911T;DORMAN S.A.S.;SALTA;DEFINITIVO;10/05/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;400;11600;0;0;29;TONELADA;29000;0;MARCA: SIN MARCAS;29;400;11600;DOLAR USA;FCA;AA(SIN MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01034315A;1;44692;OFIC;0713.20.90.911T;IMPORTADORA Y EXPORTADORA DEL NORTE S.A.;CAPITAL FEDERAL;DEFINITIVO;11/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Pakistán;BS.AS. (CAPITAL);1005;72360;0;0;72;TONELADA;72000;0;MARCA: SM;72;1005;72360;DOLAR USA;FOB;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01034396J;1;44692;OFIC;0713.20.90.911T;CUERVO FERNANDO VICTOR;RIO CEBALLOS;DEFINITIVO;11/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Pakistán;BS.AS. (CAPITAL);672.67;64576;8000;0;96;TONELADA;96000;0;MARCA: SM;96;672.67;64576;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01034480D;1;44692;OFIC;0713.20.90.913X;SURFOOD S.A.;CIUDAD AUTONOMA;DEFINITIVO;11/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Estados Unidos;BS.AS. (CAPITAL);726.48;5811.84;1950.78;0;8;TONELADA;8000;0;MARCA: SM;8;726.48;5811.84;DOLAR USA;CFR;AA(SM)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22017EC01002479N;1;44692;OFIC;0713.20.90.912V;PRIKA S.A;CORDOBA;DEFINITIVO;11/05/2022;No disponible;CONSUMO;CORDOBA;CAMION;España;CORDOBA;671;67100;14400;0;100;TONELADA;100000;0;MARCA: S/M;100;671;67100;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22017EC01002483X;1;44692;OFIC;0713.20.90.912V;NATURAL FOOD S.R.L.;CORDOBA;DEFINITIVO;11/05/2022;No disponible;CONSUMO;CORDOBA;CAMION;Estados Unidos;CORDOBA;850.91;17018.2;0;0;20;TONELADA;20000;0;MARCA: NATURAL FOOD SRL;20;850.91;17018.2;DOLAR USA;FOB;AA(NATURAL FOOD SRL)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22017EC01002497N;1;44692;OFIC;0713.20.90.912V;MOLINOS SYTARI S R L;RIO SEGUNDO;DEFINITIVO;11/05/2022;No disponible;CONSUMO;CORDOBA;CAMION;Uruguay;CORDOBA;1030;12360;0;0;12;TONELADA;12000;0;MARCA: MOLINOS SYTARI;12;1030;12360;DOLAR USA;FCA;AA(MOLINOS SYTARI)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22053EC03000068H;1;44692;AUTO;0713.20.90.913X;SURFOOD S.A.;CIUDAD AUTONOMA;DEFINITIVO;11/05/2022;No disponible;CONSUMO;SALTA;CAMION;Polonia;SALTA;780;35880;0;0;46;TONELADA;46000;0;MARCA: CRESTON GRAINS;46;780;35880;DOLAR USA;FOB;AA(CRESTON GRAINS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01034737X;1;44693;OFIC;0713.20.90.912V;PRIMORE SRL;CAPITAL FEDERAL;DEFINITIVO;12/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Jordania;BS.AS. (CAPITAL);975;46800;8400;0;48;TONELADA;48000;0;MARCA: S/M;48;975;46800;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01035028C;1;44693;OFIC;0713.20.90.912V;CONEXA FOODS AGRIBUSINESS S.A.;BUENOS AIRES;DEFINITIVO;12/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);790;39500;0;0;50;TONELADA;50000;0;MARCA: S/MARCA;50;790;39500;DOLAR USA;FOB;AA(S/MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005626K;1;44693;OFIC;0713.20.90.913X;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;12/05/2022;No disponible;CONSUMO;CAMPANA;CAMION;Estados Unidos;CAMPANA;788;19700;7800;0;25;TONELADA;25000;0;MARCA: S/M;25;788;19700;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005630F;1;44693;OFIC;0713.20.90.913X;CONO TRADING S.A.S.;CORDOBA;DEFINITIVO;12/05/2022;No disponible;CONSUMO;CAMPANA;ACUATICA;Pakistán;CAMPANA;740;88800;0;0;120;TONELADA;120000;0;MARCA: CONO;120;740;88800;DOLAR USA;FOB;AA(CONO)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005638N;1;44693;AUTO;0713.20.90.913X;CONO TRADING S.A.S.;CORDOBA;DEFINITIVO;12/05/2022;No disponible;CONSUMO;CAMPANA;ACUATICA;Pakistán;CAMPANA;740;88800;0;0;120;TONELADA;120000;0;MARCA: S/M;120;740;88800;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22082EC01001187K;1;44693;OFIC;0713.20.90.912V;DORMAN S.A.S.;SALTA;DEFINITIVO;12/05/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;400;11580;0;0;28.95;TONELADA;28950;0;MARCA: SIN MARCAS;28.95;400;11580;DOLAR USA;FCA;AA(SIN MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22082EC01001190E;1;44693;OFIC;0713.20.90.912V;DORMAN S.A.S.;SALTA;DEFINITIVO;12/05/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;400;11580;0;0;28.95;TONELADA;28950;0;MARCA: SIN MARCAS;28.95;400;11580;DOLAR USA;FCA;AA(SIN MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22082EC01001198M;1;44693;AUTO;0713.20.90.912V;DORMAN S.A.S.;SALTA;DEFINITIVO;12/05/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;400;11580;0;0;28.95;TONELADA;28950;0;MARCA: SIN MARCAS;28.95;400;11580;DOLAR USA;FCA;AA(SIN MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005721G;1;44694;OFIC;0713.20.90.911T;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;13/05/2022;No disponible;CONSUMO;CAMPANA;CAMION;Brasil;CAMPANA;1160;32480;0;0;28;TONELADA;28000;0;MARCA: S/M;28;1160;32480;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005725K;1;44694;OFIC;0713.20.90.911T;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;13/05/2022;No disponible;CONSUMO;CAMPANA;CAMION;Brasil;CAMPANA;1160;32480;0;0;28;TONELADA;28000;0;MARCA: S/M;28;1160;32480;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005727M;1;44694;OFIC;0713.20.90.911T;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;13/05/2022;No disponible;CONSUMO;CAMPANA;CAMION;Brasil;CAMPANA;1160;32480;0;0;28;TONELADA;28000;0;MARCA: S/M;28;1160;32480;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22017EC01002551E;1;44694;OFIC;0713.20.90.912V;NATURAL FOOD S.R.L.;CORDOBA;DEFINITIVO;13/05/2022;No disponible;CONSUMO;CORDOBA;CAMION;Estados Unidos;CORDOBA;850;17000;5500;0;20;TONELADA;20000;0;MARCA: NATURAL FOOD SRL;20;850;17000;DOLAR USA;CFR;AA(NATURAL FOOD SRL)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22082EC01001210U;1;44694;OFIC;0713.20.90.911T;DORMAN S.A.S.;SALTA;DEFINITIVO;13/05/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;400;11600;0;0;29;TONELADA;29000;0;MARCA: SIN MARCAS;29;400;11600;DOLAR USA;FCA;AA(SIN MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01035607F;1;44697;OFIC;0713.20.90.912V;IMPORTADORA Y EXPORTADORA DEL NORTE S.A.;CAPITAL FEDERAL;DEFINITIVO;16/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Emiratos Árabes Unidos;BS.AS. (CAPITAL);880;42240;0;0;48;TONELADA;48000;0;MARCA: S/M;48;880;42240;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01035636H;1;44697;OFIC;0713.20.90.912V;IMPORTADORA Y EXPORTADORA DEL NORTE S.A.;CAPITAL FEDERAL;DEFINITIVO;16/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Emiratos Árabes Unidos;BS.AS. (CAPITAL);880;63360;0;0;72;TONELADA;72000;0;MARCA: S/M;72;880;63360;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01035873K;1;44697;OFIC;0713.20.90.913X;ALIMENTOS Y FORRAJES  S.A.;CAPITAL FEDERAL;DEFINITIVO;16/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Italia;BS.AS. (CAPITAL);300;22500;0;0;75;TONELADA;75000;0;MARCA: ALIMENTOS Y FORRAJES;75;300;22500;DOLAR USA;FOB;AA(ALIMENTOS Y FORRAJES)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01035946L;1;44697;OFIC;0713.20.90.920U;GRANOS SAN LORENZO SRL;CORDOBA;DEFINITIVO;16/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Argelia;BS.AS. (CAPITAL);300;21600;0;0;72;TONELADA;72000;0;MARCA: S/M;72;300;21600;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22029EC01003539Y;1;44697;OFIC;0713.20.90.911T;AGRIBRAR SA;CIUDAD AUTONOMA;DEFINITIVO;16/05/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;675;18900;0;0;28;TONELADA;28000;0;MARCA: SIN MARCA;28;675;18900;DOLAR USA;FCA;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22029EC01003541H;1;44697;OFIC;0713.20.90.911T;AGRIBRAR SA;CIUDAD AUTONOMA;DEFINITIVO;16/05/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;675;18900;0;0;28;TONELADA;28000;0;MARCA: SIN MARCA;28;675;18900;DOLAR USA;FCA;AA(SIN MARCA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22038EC01012607K;1;44697;OFIC;0713.20.90.912V;MOLINOS SYTARI S R L;RIO SEGUNDO;DEFINITIVO;16/05/2022;No disponible;CONSUMO;MENDOZA;CAMION;Chile;MENDOZA;525;14700;2100;0;28;TONELADA;28000;0;MARCA: MOLINOS SYTARI;28;525;14700;DOLAR USA;CPT;AA(MOLINOS SYTARI)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22038EC01012615J;1;44697;OFIC;0713.20.90.912V;MOLINOS SYTARI S R L;RIO SEGUNDO;DEFINITIVO;16/05/2022;No disponible;CONSUMO;MENDOZA;CAMION;Chile;MENDOZA;525;14700;2100;0;28;TONELADA;28000;0;MARCA: MOLINOS SYTARI;28;525;14700;DOLAR USA;CPT;AA(MOLINOS SYTARI)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22052EC01004312A;1;44697;AUTO;0713.20.90.912V;RIBOLDI S A;SAN JUSTO;DEFINITIVO;16/05/2022;No disponible;CONSUMO;ROSARIO;CAMION;Colombia;ROSARIO;610;73200;0;0;120;TONELADA;120000;0;MARCA: S/M;120;610;73200;DOLAR USA;FCA;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22082EC01001222A;1;44697;OFIC;0713.20.90.912V;DORMAN S.A.S.;SALTA;DEFINITIVO;16/05/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;400;8380;0;0;20.95;TONELADA;20950;0;MARCA: SIN MARCAS;20.95;400;8380;DOLAR USA;FCA;AA(SIN MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22082EC01001222A;2;44697;OFIC;0713.20.90.911T;DORMAN S.A.S.;SALTA;DEFINITIVO;16/05/2022;No disponible;CONSUMO;BERNARDO DE YRIGOYEN;CAMION;Brasil;BERNARDO DE YRIGOYEN;400;2800;0;0;7;TONELADA;7000;0;MARCA: SIN MARCAS;7;400;2800;DOLAR USA;FCA;AA(SIN MARCAS)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01036076G;1;44698;OFIC;0713.20.90.912V;IMPORTADORA Y EXPORTADORA DEL NORTE S.A.;CAPITAL FEDERAL;DEFINITIVO;17/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Emiratos Árabes Unidos;BS.AS. (CAPITAL);880;126720;0;0;144;TONELADA;144000;0;MARCA: S/M;144;880;126720;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01036088J;1;44698;OFIC;0713.20.90.912V;IMPORTADORA Y EXPORTADORA DEL NORTE S.A.;CAPITAL FEDERAL;DEFINITIVO;17/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Emiratos Árabes Unidos;BS.AS. (CAPITAL);880;84480;0;0;96;TONELADA;96000;0;MARCA: S/M;96;880;84480;DOLAR USA;FOB;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01036123W;1;44698;AUTO;0713.20.90.913X;SOUTH AMERICAN FOODS S.R.L;TUCUMAN;DEFINITIVO;17/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Israel;BS.AS. (CAPITAL);726.62;33424.41;0;0;46;TONELADA;46000;0;MARCA: SAF;46;726.62;33424.41;DOLAR USA;FOB;AA(SAF)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22001EC01036123W;2;44698;AUTO;0713.20.90.919K;SOUTH AMERICAN FOODS S.R.L;TUCUMAN;DEFINITIVO;17/05/2022;No disponible;CONSUMO;BS.AS. (CAPITAL);ACUATICA;Israel;BS.AS. (CAPITAL);422.22;10555.59;0;0;25;TONELADA;25000;0;MARCA: SAF;25;422.22;10555.59;DOLAR USA;FOB;AA(SAF)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005902H;1;44698;OFIC;0713.20.90.919K;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;17/05/2022;No disponible;CONSUMO;CAMPANA;ACUATICA;Pakistán;CAMPANA;696.43;96108;18432;0;138;TONELADA;138000;0;MARCA: S/M;138;696.43;96108;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005903X;1;44698;OFIC;0713.20.90.912V;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;17/05/2022;No disponible;CONSUMO;CAMPANA;ACUATICA;Pakistán;CAMPANA;861.43;39626;6144;0;46;TONELADA;46000;0;MARCA: S/M;46;861.43;39626;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22017EC01002599Z;1;44698;OFIC;0713.20.90.912V;NATURAL FOOD S.R.L.;CORDOBA;DEFINITIVO;17/05/2022;No disponible;CONSUMO;CORDOBA;CAMION;Estados Unidos;CORDOBA;850;17000;7800;0;20;TONELADA;20000;0;MARCA: NATURAL FOOD SRL;20;850;17000;DOLAR USA;CFR;AA(NATURAL FOOD SRL)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22029EC01003589T;1;44698;OFIC;0713.20.90.911T;ALIMENTARIA S.A.;TUCUMAN;DEFINITIVO;17/05/2022;No disponible;CONSUMO;IGUAZU;CAMION;Brasil;IGUAZU;940;26320;0;0;28;TONELADA;28000;0;MARCA: ALIMENTARIA;28;940;26320;DOLAR USA;FCA;AA(ALIMENTARIA)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22054EC01002169K;1;44698;OFIC;0713.20.90.911T;B & D INTERNATIONAL S.R.L.;CORDOBA;DEFINITIVO;17/05/2022;No disponible;CONSUMO;SAN JAVIER;CAMION;Brasil;SAN JAVIER;480;12960;0;0;27;TONELADA;27000;0;MARCA: ByD INTERNATIONAL;27;480;12960;DOLAR USA;FCA;AA(ByD INTERNATIONAL)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22054EC01002184H;1;44698;OFIC;0713.20.90.911T;B & D INTERNATIONAL S.R.L.;CORDOBA;DEFINITIVO;17/05/2022;No disponible;CONSUMO;SAN JAVIER;CAMION;Brasil;SAN JAVIER;500;13500;0;0;27;TONELADA;27000;0;MARCA: ByD INTERNATIONAL;27;500;13500;DOLAR USA;FCA;AA(ByD INTERNATIONAL)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005996U;1;44700;OFIC;0713.20.90.919K;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;19/05/2022;No disponible;CONSUMO;CAMPANA;ACUATICA;Pakistán;CAMPANA;736.43;33876;6144;0;46;TONELADA;46000;0;MARCA: S/M;46;736.43;33876;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005997V;1;44700;OFIC;0713.20.90.912V;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;19/05/2022;No disponible;CONSUMO;CAMPANA;ACUATICA;Pakistán;CAMPANA;861.43;59439;9216;0;69;TONELADA;69000;0;MARCA: S/M;69;861.43;59439;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005998W;1;44700;OFIC;0713.20.90.919K;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;19/05/2022;No disponible;CONSUMO;CAMPANA;ACUATICA;Pakistán;CAMPANA;696.43;48054;9216;0;69;TONELADA;69000;0;MARCA: S/M;69;696.43;48054;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01005999A;1;44700;OFIC;0713.20.90.919K;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;19/05/2022;No disponible;CONSUMO;CAMPANA;ACUATICA;Pakistán;CAMPANA;696.43;48054;9216;0;69;TONELADA;69000;0;MARCA: S/M;69;696.43;48054;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01006000U;1;44700;OFIC;0713.20.90.919K;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;19/05/2022;No disponible;CONSUMO;CAMPANA;ACUATICA;Pakistán;CAMPANA;696.43;48054;9216;0;69;TONELADA;69000;0;MARCA: S/M;69;696.43;48054;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
22008EC01006002W;1;44700;OFIC;0713.20.90.919K;DESDELSUR S A;CAPITAL FEDERAL;DEFINITIVO;19/05/2022;No disponible;CONSUMO;CAMPANA;ACUATICA;Pakistán;CAMPANA;696.43;48054;9216;0;69;TONELADA;69000;0;MARCA: S/M;69;696.43;48054;DOLAR USA;CFR;AA(S/M)-PB00-;HORTALIZAS DE VAINA SECAS DESVAINADAS
